time_tick,acc_X_value,acc_Y_value,acc_Z_value
16.776037,0.042199,-3.684808,-9.597650
16.809375,0.002394,-3.532022,-9.445014
16.842427,-0.068536,-3.594424,-8.836266
16.876116,0.066591,-3.594424,-8.980522
16.909125,0.222519,-3.692589,-9.050705
16.942699,0.271303,-3.709200,-9.136151
16.975530,0.192590,-3.642160,-9.366451
17.009219,0.111334,-3.548932,-9.125825
17.042701,0.111334,-3.637670,-8.707573
17.078568,0.243469,-3.754841,-8.782694
17.109326,0.212493,-3.709200,-9.222794
17.142736,0.080059,-3.527084,-9.554104
17.176287,-0.013019,-3.512868,-9.330387
17.209364,-0.069434,-3.678224,-8.766982
17.242937,0.157424,-3.783423,-9.003567
17.276248,0.171940,-3.594424,-9.218454
17.309372,-0.047287,-3.496258,-9.031999
17.342822,-0.171790,-3.522745,-8.784789
17.375949,0.010176,-3.685257,-8.854523
17.409369,0.031874,-3.637221,-9.313178
17.442708,-0.045641,-3.615673,-9.419275
17.475753,-0.052525,-3.601457,-9.003418
17.509007,-0.155778,-3.539505,-8.724782
17.542522,-0.094125,-3.429517,-8.666721
17.575966,-0.136923,-3.429517,-8.679141
17.609822,-0.161914,-3.532322,-8.600579
17.642667,-0.093228,-3.560904,-8.987106
17.675992,0.005088,-3.618067,-9.263347
17.709368,0.042798,-3.505835,-9.196008
17.742907,0.064346,-3.862135,-9.016586
17.776001,-0.067489,-3.936208,-8.970197
17.809392,-0.037560,-3.854802,-9.309288
17.842644,0.032024,-3.828615,-9.114902
17.876040,0.074073,-3.974816,-8.602973
17.909379,0.107444,-4.075226,-8.617039
17.942450,-0.104451,-4.012526,-9.104576
17.975991,0.042050,-4.273054,-9.428104
18.009374,0.029031,-4.224869,-9.985075
18.043439,-0.053722,-4.033775,-9.593909
18.075950,-0.134828,-3.936208,-8.930392
18.109285,-0.323977,-4.063255,-8.253557
18.142625,-0.179123,-3.861836,-9.243894
18.175960,-0.255291,-3.328508,-9.662894
18.209246,-0.137971,-3.464982,-9.260055
18.242627,0.159968,-3.680468,-9.225787
18.275974,0.352259,-3.599212,-9.321708
18.309320,0.123007,-3.309803,-9.295371
18.342762,-0.151139,-3.367415,-8.684079
18.376003,-0.158322,-3.408118,-8.471437
18.411242,0.330861,-3.646948,-9.338618
18.442651,0.282825,-3.634827,-9.539888
18.476155,-0.052225,-3.543994,-9.232820
18.509400,-0.273697,-3.247551,-9.048759
18.542707,-0.083052,-3.374598,-8.802896
18.576031,0.132284,-3.506134,-8.860359
18.609368,0.336098,-3.661613,-8.944159
18.642702,0.357796,-3.668646,-9.173412
18.676430,-0.002993,-3.365021,-8.916774
18.709372,-0.099662,-3.336289,-8.807834
18.742580,0.126897,-3.623155,-9.037386
18.777279,0.238381,-3.668347,-9.401767
18.809282,0.281628,-3.582303,-9.420472
18.842697,0.004190,-3.508379,-8.945356
18.876019,0.004789,-3.403180,-8.981270
18.909169,0.029031,-3.510773,-9.026463
18.942727,0.176878,-3.498652,-9.440674
18.975968,-0.018705,-3.596818,-9.031700
19.009347,0.028133,-3.582303,-9.181792
19.042869,0.091282,-3.572725,-9.271877
19.075736,-0.013019,-3.405275,-9.313627
19.109629,-0.093228,-3.527384,-8.979924
19.142771,-0.112831,-3.654131,-8.953886
19.175989,-0.078114,-3.462738,-9.259457
19.209488,-0.052674,-3.276133,-9.285794
19.242623,-0.215187,-3.269249,-8.727775
19.275993,-0.131237,-3.415451,-8.325385
19.309596,0.268310,-3.797639,-9.095598
19.345485,0.253346,-3.675680,-9.246288
19.375967,-0.006135,-3.654430,-8.651607
19.409681,-0.084099,-3.639765,-8.948798
19.442699,0.008679,-3.642160,-9.146177
19.475992,0.084249,-3.823677,-9.307941
19.509598,-0.108940,-3.716233,-9.090061
19.542756,-0.146052,-3.728204,-8.985311
19.576034,-0.199025,-3.522595,-8.923658
19.609640,-0.093976,-3.757085,-8.721939
19.642677,-0.028432,-3.840437,-9.256613
19.675996,-0.032473,-3.976612,-9.349841
19.709349,-0.087242,-3.852109,-9.570415
19.742365,-0.178823,-3.572576,-9.246138
19.776201,-0.184061,-3.589485,-8.978577
19.809656,-0.176429,-3.759330,-8.830281
19.842905,-0.096819,-3.751998,-9.116248
19.875992,-0.137672,-3.696929,-9.312730
19.909373,-0.259930,-3.457800,-9.249431
19.943021,-0.313502,-3.295287,-9.130464
19.975691,-0.088888,-3.438945,-8.929644
20.009367,0.091581,-3.666252,-8.867991
20.043097,0.085147,-3.790456,-8.949396
20.075727,0.039805,-3.744815,-9.392040
20.109323,-0.254393,-3.402731,-9.311532
20.143135,-0.314400,-3.424579,-8.850782
20.175788,-0.217730,-3.522745,-8.735108
20.209460,0.022297,-3.696929,-9.313328
20.243113,0.108790,-3.723117,-9.575353
20.275730,-0.058361,-3.610884,-9.340563
20.309468,-0.147099,-3.673136,-9.097693
20.343252,-0.089935,-3.754392,-9.082728
20.375814,-0.183163,-3.472165,-9.279658
20.409350,-0.237483,-3.553571,-9.120139
20.443021,-0.208153,-3.701867,-8.976482
20.481152,-0.014216,-3.680169,-9.447558
20.509301,-0.045491,-3.606096,-9.431247
